Name,Team_ID,Player,Position,Week,Points,Matchup,Opponent
adam,2,George Kittle,TightEnd,6,22.8,75,74
adam,2,Michael Pittman Jr.,Receiver,6,12.5,75,74
adam,2,Joe Burrow,Quarterback,6,19.82,75,74
adam,2,Tony Pollard,Runningback,6,17.8,75,74
adam,2,DK Metcalf,Receiver,6,7.8,75,74
reid,9,Kirk Cousins,Quarterback,6,12.5,76,77
reid,9,Dallas Goedert,TightEnd,6,0.0,76,77
reid,9,Wan'Dale Robinson,Receiver,6,10.0,76,77
reid,9,Steelers D/ST,Defense,6,14.0,76,77
reid,9,Austin Seibert,Kicker,6,14.0,76,77
reid,9,D'Andre Swift,Runningback,6,21.9,76,77
reid,9,Jayden Reed,Receiver,6,14.8,76,77
reid,9,Amon-Ra St. Brown,Receiver,6,13.7,76,77
reid,9,Joe Mixon,Runningback,6,27.2,76,77
rohan,10,Zack Moss,Runningback,6,0.5,77,76
rohan,10,Breece Hall,Runningback,6,21.9,77,76
rohan,10,Marvin Harrison Jr.,Receiver,6,0.0,77,76
rohan,10,Ka'imi Fairbairn,Kicker,6,11.0,77,76
rohan,10,49ers D/ST,Defense,6,6.0,77,76
rohan,10,Dalton Kincaid,TightEnd,6,11.1,77,76
rohan,10,Zay Flowers,Receiver,6,22.4,77,76
rohan,10,Jayden Daniels,Quarterback,6,20.96,77,76
ethan,14,Texans D/ST,Defense,6,14.0,78,79
ethan,14,George Pickens,Receiver,6,8.3,78,79
ethan,14,Chuba Hubbard,Runningback,6,15.3,78,79
ethan,14,Derrick Henry,Runningback,6,25.2,78,79
ethan,14,Tee Higgins,Receiver,6,14.7,78,79
ethan,14,Tyler Bass,Kicker,6,4.0,78,79
ethan,14,David Njoku,TightEnd,6,8.1,78,79
ethan,14,Kenneth Walker III,Runningback,6,20.9,78,79
ethan,14,Dak Prescott,Quarterback,6,3.22,78,79
liam,3,Josh Allen,Quarterback,6,24.4,79,78
liam,3,Jets D/ST,Defense,6,1.0,79,78
liam,3,Tyrone Tracy Jr.,Runningback,6,22.7,79,78
liam,3,Garrett Wilson,Receiver,6,24.7,79,78
liam,3,Mike Gesicki,TightEnd,6,0.0,79,78
liam,3,Jordan Mason,Runningback,6,9.2,79,78
liam,3,Tank Dell,Receiver,6,18.7,79,78
liam,3,Greg Joseph,Kicker,6,-1.0,79,78
liam,3,David Montgomery,Runningback,6,21.0,79,78
jackson,6,DeVonta Smith,Receiver,6,15.4,80,81
jackson,6,Chargers D/ST,Defense,6,7.0,80,81
jackson,6,Jake Bates,Kicker,6,19.0,80,81
jackson,6,Lamar Jackson,Quarterback,6,18.92,80,81
jackson,6,Javonte Williams,Runningback,6,4.6,80,81
jackson,6,Michael Wilson,Receiver,6,10.1,80,81
jackson,6,Chase Brown,Runningback,6,14.4,80,81
jackson,6,Amari Cooper,Receiver,6,8.2,80,81
jackson,6,Theo Johnson,TightEnd,6,6.0,80,81
ben,11,Terry McLaurin,Receiver,6,23.3,81,80
ben,11,Rico Dowdle,Runningback,6,10.5,81,80
ben,11,James Conner,Runningback,6,6.6,81,80
ben,11,Drake London,Receiver,6,19.4,81,80
ben,11,Sam LaPorta,TightEnd,6,12.2,81,80
ben,11,Colts D/ST,Defense,6,5.0,81,80
ben,11,Brandon Aubrey,Kicker,6,12.0,81,80
ben,11,Tucker Kraft,TightEnd,6,3.5,81,80
ben,11,Brock Purdy,Quarterback,6,24.1,81,80
austin,12,Jerome Ford,Runningback,6,1.4,82,83
austin,12,Bills D/ST,Defense,6,4.0,82,83
austin,12,Jake Ferguson,TightEnd,6,4.1,82,83
austin,12,Younghoe Koo,Kicker,6,12.0,82,83
austin,12,Jameson Williams,Receiver,6,17.7,82,83
austin,12,Jordan Love,Quarterback,6,25.62,82,83
austin,12,Trey Sermon,Runningback,6,2.9,82,83
austin,12,Tre Tucker,Receiver,6,0.0,82,83
austin,12,Jauan Jennings,Receiver,6,5.7,82,83
tyler,4,Darnell Mooney,Receiver,6,6.8,83,82
tyler,4,C.J. Stroud,Quarterback,6,18.38,83,82
tyler,4,A.J. Brown,Receiver,6,23.6,83,82
tyler,4,Jaleel McLaughlin,Runningback,6,4.5,83,82
tyler,4,Stefon Diggs,Receiver,6,19.7,83,82
tyler,4,Buccaneers D/ST,Defense,6,17.0,83,82
tyler,4,Zach Ertz,TightEnd,6,10.8,83,82
tyler,4,Chris Boswell,Kicker,6,17.0,83,82
tyler,4,Tyjae Spears,Runningback,6,2.7,83,82
cooper,5,Jordan Whittington,Receiver,7,0.0,84,85
cooper,5,Blake Grupe,Kicker,7,4.0,84,85
cooper,5,Brian Thomas Jr.,Receiver,7,22.1,84,85
cooper,5,Josh Jacobs,Runningback,7,20.2,84,85
cooper,5,Kyler Murray,Quarterback,7,20.2,84,85
cooper,5,Trey McBride,TightEnd,7,10.1,84,85
cooper,5,De'Von Achane,Runningback,7,10.5,84,85
cooper,5,Jaguars D/ST,Defense,7,11.0,84,85
cooper,5,Noah Brown,Receiver,7,2.6,84,85
khyler,13,Davante Adams,Receiver,7,6.0,85,84
khyler,13,Jahmyr Gibbs,Runningback,7,32.0,85,84
khyler,13,Saints D/ST,Defense,7,1.0,85,84
khyler,13,Brian Robinson Jr.,Runningback,7,13.1,85,84
khyler,13,Jalen Hurts,Quarterback,7,22.76,85,84
khyler,13,Jason Myers,Kicker,7,12.0,85,84
khyler,13,Kyle Pitts,TightEnd,7,13.5,85,84
khyler,13,Jaxon Smith-Njigba,Receiver,7,5.3,85,84
khyler,13,Ray-Ray McCloud III,Receiver,7,2.9,85,84
ian,1,Cade Otton,TightEnd,7,18.0,86,87
ian,1,Kareem Hunt,Runningback,7,22.3,86,87
ian,1,Diontae Johnson,Receiver,7,2.7,86,87
ian,1,Saquon Barkley,Runningback,7,26.7,86,87
ian,1,Tank Bigsby,Runningback,7,23.8,86,87
ian,1,Broncos D/ST,Defense,7,21.0,86,87
ian,1,Chase McLaughlin,Kicker,7,4.0,86,87
ian,1,Chris Godwin,Receiver,7,13.5,86,87
ian,1,Drake Maye,Quarterback,7,20.84,86,87
chase,7,Falcons D/ST,Defense,7,0.0,87,86
chase,7,Rachaad White,Runningback,7,29.1,87,86
chase,7,Mike Evans,Receiver,7,9.5,87,86
chase,7,Malik Nabers,Receiver,7,8.1,87,86
chase,7,Matthew Stafford,Quarterback,7,3.96,87,86
chase,7,Justin Tucker,Kicker,7,13.0,87,86
chase,7,Deebo Samuel Sr.,Receiver,7,0.0,87,86
chase,7,Brock Bowers,TightEnd,7,19.3,87,86
chase,7,Nick Chubb,Runningback,7,10.2,87,86
logan,8,Jake Elliott,Kicker,7,4.0,88,89
logan,8,Mark Andrews,TightEnd,7,20.1,88,89
logan,8,Browns D/ST,Defense,7,5.0,88,89
logan,8,Austin Ekeler,Runningback,7,4.0,88,89
logan,8,Jaylen Warren,Runningback,7,7.9,88,89
logan,8,Ja'Marr Chase,Receiver,7,17.6,88,89
logan,8,Jerry Jeudy,Receiver,7,2.8,88,89
logan,8,Aaron Rodgers,Quarterback,7,13.04,88,89
logan,8,Alvin Kamara,Runningback,7,8.4,88,89
reid,9,Baker Mayfield,Quarterback,7,27.0,89,88
reid,9,Wan'Dale Robinson,Receiver,7,8.3,89,88
reid,9,Bucky Irving,Runningback,7,16.7,89,88
reid,9,Steelers D/ST,Defense,7,8.0,89,88
reid,9,Austin Seibert,Kicker,7,17.0,89,88
reid,9,Jayden Reed,Receiver,7,3.0,89,88
reid,9,Amon-Ra St. Brown,Receiver,7,25.2,89,88
reid,9,Noah Fant,TightEnd,7,10.5,89,88
reid,9,Joe Mixon,Runningback,7,26.4,89,88
adam,2,J.K. Dobbins,Runningback,7,9.6,90,91
adam,2,Eagles D/ST,Defense,7,15.0,90,91
adam,2,Bijan Robinson,Runningback,7,23.3,90,91
adam,2,Evan McPherson,Kicker,7,2.0,90,91
adam,2,George Kittle,TightEnd,7,15.2,90,91
adam,2,Michael Pittman Jr.,Receiver,7,9.3,90,91
adam,2,Joe Burrow,Quarterback,7,14.94,90,91
adam,2,Tony Pollard,Runningback,7,8.5,90,91
adam,2,DK Metcalf,Receiver,7,19.9,90,91
ethan,14,Texans D/ST,Defense,7,11.0,91,90
ethan,14,Geno Smith,Quarterback,7,17.78,91,90
ethan,14,Chuba Hubbard,Runningback,7,11.2,91,90
ethan,14,Derrick Henry,Runningback,7,25.2,91,90
ethan,14,Justin Jefferson,Receiver,7,21.4,91,90
ethan,14,Tee Higgins,Receiver,7,18.2,91,90
ethan,14,Tyler Bass,Kicker,7,10.0,91,90
ethan,14,David Njoku,TightEnd,7,23.6,91,90
ethan,14,Kenneth Walker III,Runningback,7,23.3,91,90
rohan,10,James Cook,Runningback,7,9.2,92,93
rohan,10,Breece Hall,Runningback,7,26.1,92,93
rohan,10,Lions D/ST,Defense,7,5.0,92,93
rohan,10,Marvin Harrison Jr.,Receiver,7,5.1,92,93
rohan,10,Ka'imi Fairbairn,Kicker,7,12.0,92,93
rohan,10,Dalton Kincaid,TightEnd,7,8.2,92,93
rohan,10,Ladd McConkey,Receiver,7,9.6,92,93
rohan,10,Zay Flowers,Receiver,7,4.0,92,93
rohan,10,Jayden Daniels,Quarterback,7,5.24,92,93
jackson,6,Xavier Worthy,Receiver,7,5.4,93,92
jackson,6,Bengals D/ST,Defense,7,15.0,93,92
jackson,6,Harrison Butker,Kicker,7,4.0,93,92
jackson,6,DeVonta Smith,Receiver,7,0.8,93,92
jackson,6,Travis Kelce,TightEnd,7,5.7,93,92
jackson,6,Lamar Jackson,Quarterback,7,34.44,93,92
jackson,6,Javonte Williams,Runningback,7,26.1,93,92
jackson,6,Chase Brown,Runningback,7,7.3,93,92
jackson,6,Tyler Goodson,Runningback,7,11.1,93,92
liam,3,Josh Allen,Quarterback,7,21.02,94,95
liam,3,JuJu Smith-Schuster,Receiver,7,0.0,94,95
liam,3,Jets D/ST,Defense,7,-5.0,94,95
liam,3,Will Reichard,Kicker,7,15.0,94,95
liam,3,Tyrone Tracy Jr.,Runningback,7,6.2,94,95
liam,3,Garrett Wilson,Receiver,7,13.1,94,95
liam,3,Jonnu Smith,TightEnd,7,22.6,94,95
liam,3,Tank Dell,Receiver,7,0.0,94,95
liam,3,David Montgomery,Runningback,7,8.0,94,95
austin,12,Bills D/ST,Defense,7,12.0,95,94
austin,12,Kyren Williams,Runningback,7,19.6,95,94
austin,12,Younghoe Koo,Kicker,7,1.0,95,94
austin,12,Jameson Williams,Receiver,7,0.6,95,94
austin,12,Jordan Love,Quarterback,7,16.8,95,94
austin,12,Hunter Henry,TightEnd,7,17.2,95,94
austin,12,Aaron Jones,Runningback,7,20.6,95,94
austin,12,Tre Tucker,Receiver,7,7.7,95,94
austin,12,Tutu Atwell,Receiver,7,11.1,95,94
ben,11,Najee Harris,Runningback,7,16.2,96,97
ben,11,Terry McLaurin,Receiver,7,15.8,96,97
ben,11,Cameron Dicker,Kicker,7,21.0,96,97
ben,11,James Conner,Runningback,7,17.2,96,97
ben,11,Drake London,Receiver,7,18.3,96,97
ben,11,Sam LaPorta,TightEnd,7,3.5,96,97
ben,11,Tyreek Hill,Receiver,7,2.3,96,97
ben,11,Colts D/ST,Defense,7,9.0,96,97
ben,11,Brock Purdy,Quarterback,7,17.18,96,97
tyler,4,Ravens D/ST,Defense,7,1.0,97,96
tyler,4,Rhamondre Stevenson,Runningback,7,4.5,97,96
tyler,4,Bo Nix,Quarterback,7,14.06,97,96
tyler,4,Darnell Mooney,Receiver,7,9.6,97,96
tyler,4,A.J. Brown,Receiver,7,19.9,97,96
tyler,4,Alexander Mattison,Runningback,7,15.3,97,96
tyler,4,Stefon Diggs,Receiver,7,7.3,97,96
tyler,4,Evan Engram,TightEnd,7,8.5,97,96
tyler,4,Chris Boswell,Kicker,7,14.0,97,96
cooper,5,Cooper Kupp,Receiver,8,16.1,101,100
ethan,14,Justin Jefferson,Receiver,8,19.5,102,103
austin,12,Puka Nacua,Receiver,8,18.1,106,107
austin,12,Kyren Williams,Runningback,8,22.6,106,107
austin,12,Aaron Jones,Runningback,8,11.5,106,107
liam,3,Will Reichard,Kicker,8,8.0,111,110
liam,3,Vikings D/ST,Defense,8,0.0,111,110
